text,topic
社会 より 良く する こと 役立ち たい 考え ため 残らず すべて 市民 生涯 にわたって 安心 住み 続ける こと できる まち 問題 先送り する こと 未来 食い潰す 社会 から 厳しい 現実 直視 未来 投資 する 社会 転換 主権 ある 地域 住民 当事者 として まち づくり 関わる こと できる 地域 社会 実現 総合 制度 導入 行政 単位 市議会 常任 委員 設置 すでに 人口 規模 都道府県 同じ 規模 なっ いる かかわら 基本 全市 一律 政策 運営 行わ いる 少なくとも 行政 単位 政策 立案 政策 調整 機能 抜本 強化 地域 における 課題 解決 拠点 として 区役所 機能 せる 地域 社会 地域 づくり パートナー として 位置づけ 地域 担い手 として 役立っ いただく ため 仕組み づくり 予算 情報 公開 共有 予算 編成 過程 セクション から 予算 要求 財政 セクション 査定 首長 査定 段階 リアルタイム 原則 公開 する ,29 29 29 29 29 10 29 29 29 29 49 29 29 27 29 29 49 29 29 29 29 30 29 29 29 0 29 29 44 24 30 29 29 29 29 36 24 29 29 29 0 29 29 29 36 29 29 29 29 29 29 29 29 29 29 30 29 24 29 36 29 0 49 29 27 29 29 29 30 13 49 29 29 29 29 0 29 36 29 0 29 2 30 36 29 29 16 30 29 36 29 24 29 29 29 29 29 29 36 29 0 29 29 29 13 10 29 0 29 29 27 29 0 29 25 30 36 29 10 0 0 30 30 25 6 30 30 0 29 29
強い 社会 より よい 社会 つくり たい 個人 より よい 暮らし たい 思っ 少し 努力 より よい 暮らし 入る 社会 つくる 政治 責任 ある 保身 原因 する 社会 効率 人間 努力 より よい 社会 できる という ゆるぎ ない 確信 持っ いる 地域 こと 地域 決める 市民 所得 増やし 行政 サービス 向上 生活 コスト 下げる 冬季 五輪 札幌 招致 すみやか 撤回 する 莫大 市民 負担 その 維持 支払わ なく なら ない ツケ 将来 高齢 社会 重く のしかかる 公共 料金 値上げ 行政 サービス 悪化 阻止 する 福岡 求め いる 同じ 創業 ない 企業 減税 特区 また 決め 最低 賃金 上回る 地域 最低 賃金 自治体 決め られる 特区 申請 資本 かつ 従業 超える 企業 最低 賃金 1500 同様 自治体 政府 機関 社会 法人 など 最低 賃金 1000 する 税金 使っ 地下鉄 延伸 市電 ループ 工事 中止 する また バス ただちに 増便 ヵ所 バス停 フード 付き する 工事 着手 する ,29 29 29 18 29 29 29 18 29 18 29 29 29 18 18 29 18 29 18 29 28 29 11 29 46 18 29 29 45 45 18 29 18 29 29 29 18 29 18 18 29 29 29 29 18 29 18 46 29 29 29 29 18 18 18 18 18 18 18 18 29 32 29 18 29 29 39 11 29 29 29 32 29 29 18 46 29 46 11 29 29 18 18 29 18 29 29 29 46 29 29 18 18 29 18 11 18 46 29 11 18 29 18 29 18 18 40 29 18 28 29 11 18 18 40 48 18 29 29 11 29 11 18 28 29 18 25 18 11 46 18 40 18 29 29 29 11 18 32 46 18 40 29 37 11 29
長年 公務員 理事 含む 経験 生かし 社会 貢献 たい また より よい 地域 づくり ため 活躍 たい 自立 持続 できる 地域 地域 資源 有効 活用 活力 ある 地域 女性 住み たい 住ん たい 思える 地域 人口 減少 若者 働く 確保 する ため 農林 振興 工業 振興 推進 する 農業 振興 農業 水利 施設 保全 儲かる 農業 進め 新規 就農 促進 する また 山間 被害 防止 対策 進める 工業 振興 新規 創業 支援 既存 企業 支援 優良 企業 誘致 進め 雇用 確保 図る 女性 負担 軽減 女性 輝く 社会 実現 する まず 企業 など 呼び掛け 女性 安心 働ける 環境 整備 進める また 子育て 介護 女性 負担 軽減 進める 更に 男女 共同 参画 社会 実現 向け 施策 推進 する ,21 21 8 29 29 33 29 27 29 29 29 29 29 29 29 33 29 29 29 29 29 29 27 33 29 29 29 29 29 29 29 0 29 21 29 29 29 29 33 33 29 29 29 33 33 33 29 29 5 33 8 33 29 8 37 33 29 6 8 29 29 29 6 29 29 29 29 33 33 0 33 29 33 29 29 29 29 33 29 29 27 29 29 29 21 29 8 29 29 29 33 29 29 0 33 29 29 29 29 29 29 29 29 33 29 29 29 8 33 8 33 29 29 29 29 29 29
中小 企業 診断 資格 取得 経済 考える 政治 非常 重要 ある 認識 こと 維新 政治 研鑽 もらっ 現状 将来 予測 データ 示さ 大きな 危機 持っ など から 自分 将来 担う 若者 子ども たち できる こと 診断 知識 活用 議員 なる べき 思っ ため です まで 成長 終わり 少子 高齢 という 環境 変化 見据え 限ら 予算 財政 構築 配分 行い 地域 地域 考える 地域 主権 社会 確立 する 必要 あり ます その ため 限ら 人達 だけ ため 動く 議員 など しがらみ 撤廃 地域 コミュニティ 全体 最適 観点 推進 べき ある 考え ます 歳入 対策 中小 企業 支援 経済 政策 歳費 配分 子育て 教育 支援 福祉 施策 強化 安心 安全 まち づくり 支援 防災 対策 強化 など やる べき たくさん あり ます これら 行う ため まず 危機 状況 ある 川崎 財政 構築 なけれ なり ませ 大変 地味 あり ます 民間 事業 再生 する 手順 則る べき です 財政 立て直す 痛み 伴い ます 税金 など 市民 だけ 負担 強いる なく まずは 自ら 切る 必要 あり ます 議員 報酬 削減 政務 活動 返上 同じ 言う 議員 まし 規則 阻ま など 理由 実行 ませ 結果 出せ なけれ 政治 辞める 覚悟 取り組み ます 今後 川崎 年間 予算 にあたる 赤字 なる 見込み ある 川崎 財政 まずは 職員 など 関わる たち 意識 改革 から 単に コスト カット 叫ぶ なく 使う もの 使う 削る もの 削る といった 将来 投資 含め 構築 自ら 現場 入り込ん 行う こと 実施 ます 神奈川 唯一 関東 経済 産業 商店 チーフ アドバイザー として 地域 コミュニティ 担い手 ある 商店 盛り上げる ため 事務 作業 から 行い ます 商店 加え 町内 自治体 学校 など 地域 住民 巻き込む イベント など 実施 する とともに 防犯 から まずは あいさつ する 自ら 実施 浸透 たい 思い ます ,42 29 29 34 29 48 29 29 7 29 29 14 29 10 29 34 18 29 29 2 34 34 29 34 29 29 29 29 29 29 29 29 29 29 29 29 10 7 29 29 34 29 29 29 29 29 29 29 29 29 29 34 29 42 7 34 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 41 10 29 29 25 29 29 29 45 29 29 29 29 7 29 34 29 29 29 29 29 42 29 29 29 29 41 29 29 29 29 29 29 29 29 10 29 29 29 29 29 29 29 49 34 42 29 29 25 29 29 10 34 29 29 29 34 29 29 29 29 7 29 29 29 29 34 29 29 34 34 34 29 34 10 7 34 29 34 29 29 29 29 34 29 34 29 42 29 29 29 29 29 10 29 29 34 29 34 29 29 42 34 29 29 29 29 29 34 29 29 41 42 29 29 34 29 29 29 34 34 29 34 29 29 29 34 29 29 34 29 29 29 29 34 41 34 29 29 29 29 29 34 29 7 10 29 29 29 29 29 29 34 29 29 29 29 2 29 45 29 15 42 7 34 29 29 29 29 29 34 25 29 34 29 29 29 29 34 29 10 29 29 29 29 29 34 29 29 9 29 45 41 29 34 41 29 29 29 34 29 29 29
中学 時代 政治 政治 かけ 保身 走る 義憤 駆ら れる 歴史 人物 かけ この 造っ いう のに かけ 政治 する こと なら 自分 やっ ほう まし 立志 そのまま 走っ 地域 しっかり 自立 自ら まち 未来 自ら 切り開ける 住民 自治 確立 する こと 都市 競争 激化 する お互い 切磋琢磨 全体 底上げ 図れる 社会 実現 たい その わが 日本 番目 首都 日本 文化 学術 拠点 として 世界一 住み たい 言わ れる たい 財政 再建 から 財源 移譲 進め 安定 ある 財政 運営 目指し 公務員 意識 改革 役所 風土 改革 構造 改革 進め 将来 渡り 持続 可能 組織 作り 進め たい また 未来 志向 栄える 文化 首都 構想 実現 たい 合作 政令市 都道府県 微妙 関係 あり 協調 うまく いか ない 京都 京都 京都 京都 京都 主軸 京都 構想 掲げ 京都 活性 図る 財政 再建 借金 都市 造る インフレ 進ま ない 人口 減少 債務 拡大 せる べき なく 縮小 いく べき のぼる 金利 負担 早期 圧縮 せる べき ある まずは 歳入 範囲 歳出 賄える よう 収支 均衡 図る べき ,34 29 29 29 34 34 34 41 34 29 29 34 34 29 34 34 43 34 29 29 29 29 29 34 34 29 42 34 1 29 43 29 29 29 29 34 34 29 29 29 29 29 29 45 17 29 34 34 29 34 34 29 29 29 29 20 17 17 34 29 29 34 34 29 34 29 29 34 29 2 34 34 29 26 1 29 34 29 34 29 29 17 29 29 34 34 29 26 29 29 29 34 29 29 1 29 29 29 29 29 29 34 29 34 34 29 29 34 34 34 34 34 29 34 34 1 29 34 34 34 34 34 34 34 34 29 34 29 29 34 34 34 29 34 34 34 29 29 41 34 29 29 34 29 34 29 34 34 34 29 17 34 29 34 29 34 29 34 34 34 29 26 34 2 34
選挙 有権者 候補 地域 について 真剣 話し あい 全員 活力 増進 取り組める よう 意識 まとめ いく 絶好 機会 です 今回 選挙 そういう きっかけ たい 地域 エゴ 捨て 候補 考え どの 活動 する という こと しっかり 見きわめ 投票 選挙 自分 投票 選挙 約束 こと しっかり やっ いる どう 監視 する こと 奥州 江刺 愛宕 良く なる こと 思い ます 奥州 人口 減少 その 少子 高齢 ますます 進み 税収 減少 ます この こと 地域 どんどん 小さく なっ いく こと 意味 ます この よう 変化 急激 いる のに 選挙 いつ まで たっ 古い まま です 上位 当選 議長 選挙 立候補 ます 番目 以内 ちなみに 前回 番目 議長 なっ 議会 改革 ます 合併 市町村 早い 一体 醸成 努め ます 奥州 なっ なり ます まだまだ 市町村 一体 ある 言い 難い 現状 です 二元 代表 一翼 として 議会 当局 に対し 一体 醸成 施政 する よう 監視 アドバイス いき ます 国際 リニアコライダー 誘致 推進 ます 日本 政府 誘致 挙げる よう 岩手 選出 国会 議員 始め 多く 国会 議員 関係 要望 活動 ます 新幹線 水沢 江刺 周辺 整備 加速 する よう 議会 政策 提案 ます ,1 1 1 15 29 1 1 1 29 29 44 1 29 29 17 29 1 1 29 1 1 1 29 29 29 1 1 1 29 1 29 29 29 29 29 1 1 1 29 1 1 1 29 1 1 29 1 1 29 29 1 1 1 29 29 29 29 29 1 29 29 29 29 29 29 1 29 1 29 29 29 29 1 1 29 29 29 1 29 29 1 1 1 29 1 1 29 29 1 1 1 29 1 1 1 1 44 29 1 1 44 1 1 1 29 29 29 29 1 1 1 1 1 1 29 1 29 1 29 1 1 29 29 29 1 44 29 1 15 1 29 29 1 1 1 1 1 29 29 1 1 29 29 1 1 1 29 29 29 29 1 1 29 1 1 1 29 1 29 1 29 1 1 29 29 1 1 1 44 1 1 29 1 29 29 29 29
生まれ 育て いただい 故郷 感謝 郷土 気持ち こめ まち 恩返し たい です 先入観 しがらみ とらわれ ない 挑戦 東京 オリンピック 向け 見据え 長期 政治 活動 ます 子ども たち 三浦 生まれ 良かっ 思っ もらえる ため 精一杯 頑張り ます 健康 寿命 日本一 かな 三浦 ロハス 推奨 する 健康 都市 みうら として 治す 神奈川 コンセプト 沿い 健康 寿命 日本一 かな 三浦 目指し ます 三浦半島 連携 かな 三浦 ブランド 確立 いき ます 地元 市民 買い物 できる よう 農水 産物 直売 必要 です 湾岸 漁港 として 広く 活用 ます 政治 関心 投票 昨今 政治 不祥事 対し 政治 関心 どころか 不信 持た いる 状況 です この まま 投票 上がり ませ なんとか 若い 有権者 皆さん 政治 関心 持っ いただい 投票 いっ いただき たい 思い ます 政治 関心 向上 政治 活動 大きな 一つ あり ます 県議会 見える 神奈川 県政 身近 市民 皆さん 神奈川 県議会 議論 決め られ いる ご存知 でしょ まずは 市民 皆様 県議会 見える する こと 県政 神奈川 関心 持っ いただき ます 市議 時代 発信 まし 活動 報告 かけ サイト ブログ ＳＮＳ 駆使 まし 市民 皆様 徹底的 情報 公開 参り ます 昨年 話題 なっ 政務 活動 について 公明正大 情報 公開 いき ます でも 多く かな 三浦 ファン 三浦 もっと 連携 する こと 国家 戦略 特区 検討 地域 活性 統合 事務 活用 地域 総合 戦略 策定 取り組ん いく べき です 神奈川 東京 オリンピック 向け 国際 観光 として さらに 地域 活性 新規 ビジネス 創出 取り組む ビッグ チャンス なり ます 地元 既存 企業 育成 起業 支援 ローカル 経済 地域 産業 活性 べき です 地元 企業 育成 創出 支援 として エコノミック・ガーデニング による 地域 経済 活性 目指し ます 交通 アクセス 交通 向上 三浦 交通 環境 優れ いる 言え ませ 西海岸 道路 実現 三浦 縦貫 道路 早期 延伸 必要 不可欠 です 週末 交通 渋滞 解消 向け 様々 手法 から 検討 いく 必要 あり ます ,29 29 35 35 35 4 35 35 29 35 29 29 35 35 35 29 29 29 35 29 35 35 35 35 29 29 29 35 35 35 35 29 29 35 35 29 13 12 35 35 35 35 35 29 29 29 35 29 35 35 35 6 29 13 35 35 35 29 29 35 29 35 35 29 35 35 29 29 29 6 29 29 35 29 35 29 29 35 35 29 35 29 29 29 35 35 35 29 35 35 29 35 29 35 35 29 13 29 29 35 35 16 4 35 35 8 17 29 35 29 35 35 35 35 29 29 29 29 35 29 29 35 29 29 29 29 35 35 35 35 29 29 35 35 35 35 35 29 29 35 35 35 29 35 35 29 29 29 13 35 35 29 35 29 35 29 29 29 29 35 29 35 35 35 35 29 29 35 35 35 35 35 29 35 11 29 35 35 29 35 35 29 29 29 29 29 35 35 35 35 29 29 29 29 4 35 6 35 29 29 35 35 29 29 4 35 35 35 29 35 29 35 29 35 29 29 29 29 35 29 29 35 35 35 29 35 35 29 29 35 35 29 35 35 29 35 29 29 29 29 35 29 29 29 29 35 29 29 12 29 29 29 29 29 29 35 35 35 29 35 35 29 35 29 35 29 35 35 29 35 35 35 29 35 29 35 29 35 35 35 29 29 35 35 29 35 29 29 29 29
会社 時代 初めて 自治体 プロジェクト 従事 その 実態 触れ こと きっかけ です 仕事 やり方 お金 使い方 など 民間 企業 から たら 考え られ ない ほど ぬるい 世界 驚く とも 少子 高齢 進展 する 行政 あり かた そのもの 変え いく 必要 ある 痛感 ため それ まで 仕事 辞め 市議 目指し まし 地域 こと そこ 住む 住民 自身 決める 住民 自治 推進 する こと 目標 です その ため 地域 あらゆる 階層 人間 交流 する つくり 行政 議員 住民 同士 繋げる ファシリテーター 役割 担う こと 必要 なっ くる 考え ます 少子 高齢 伴い 社会 保障 関連 負担 増大 ます 本当に 必要 ところ 財源 投入 する ため 行政 サービス ゼロ ベース 見直し 必要 です 人口 減少 時代 備え 財源 配分 見える 最適 行う 行財政 改革 長期 視点 高齢 人口 増加 税収 減少 見据え 持続 可能 行政 基盤 構築 する ため ゼロ ベース 構造 改革 実施 ます 改革 実現 により 生み出さ 財源 将来 備え 必要 行政 サービス 分配 ます 教育 確か 学力 体力 定着 せる 教育 制度 改革 それ 加え 全て 学力 基本 なる 生きる 醸成 する 情報 学習 推進 さらに 家庭 経済 格差 学力 格差 なら ない よう 総合 子ども 貧困 対策 取り組み 居場所 つくり 学習 支援 推進 ます ライフスタイル 関わら 産み 育て 安い 子育て 環境 整備 預かり 需要 対応 する 保育 一時 保育 保育 対応 家族 進む 孤立 ない 妊娠 から きめ 細やか サポート 実施 働き 子育て しかた 選べる よう 環境 整備 進め ます ,26 29 26 40 12 26 29 26 26 29 29 29 29 26 9 26 29 29 29 29 40 29 29 29 40 26 26 32 26 29 29 26 29 29 29 26 8 29 29 29 29 29 29 29 29 29 40 40 29 29 29 29 29 26 29 29 29 29 29 29 29 29 29 29 29 29 29 26 26 24 44 29 29 29 29 29 26 40 29 29 26 29 29 29 26 29 29 29 29 26 29 26 26 29 29 29 40 29 29 26 26 29 29 29 40 24 40 26 29 29 29 29 29 26 26 29 8 29 29 32 29 35 29 29 29 29 29 29 29 29 29 29 26 29 29 29 42 40 26 21 29 29 29 29 26 40 26 29 26 29 29 29 26 29 29 29 29 26 40 29 29 29 29 29 29 29 29 29 29 40 26 29 29 40 29 29 29 29 29 29 29 29 29 9 26 29 24 29 29 4 29 6 29 26 29 26 26 29 29 26 29 29 29 40 44 29 29 29 26 29 29 26 29 29 42 29 29 29 26 26 29 29 29 29 29 26 29 29 29 29 29
大学生 区役所 掲示板 見かけ 地域 委員 委員 唯一 として 関わる 崩壊 つつ ある 言わ いる 地域 コミュニティ 政治 行政 から 下支え 大学 専攻 地方 自治 根幹 ある 住民 自治 取り戻す ため 政治 なる こと 決意 まし 時代 どれ だけ 移り変わろ とも 繋がり なく 生き いく こと 出来 ませ 地域 繋がり より 深め いく なる こと 求め られ ます その 環境 整備 地域 自身 行える よう なる こと 求め られ ます それ あり たい ある 思い ます 名古屋 2027 リニア 中央 新幹線 開業 により 東京 結ば ます 特に 若い 人達 東京 集まり 東京 集中 加速 する ない 心配 ます また 市域 南海 トラフ 巨大 地震 高い 確率 発生 する こと 指摘 おり ひとたび 発生 すれ 大きな 被害 出る こと 予想 ます 地域 主役 なれる まち づくり 世界 羽ばたける ひと づくり すすめ ます 東京 集中 負け ない まち づくり 進める ため まず 名古屋 大都市 制度 改革 進め ます 身近 区役所 権限 委譲 合わせ 地域 住民 皆さん 主体 まち づくり 取り組める 環境 整備 ます また 大学 行政 連携 積極 進め 若者 この 地域 学び 深め られる よう ます あらゆる 災害 備え 都市 づくり すすめ ます 南海 トラフ 巨大 地震 ゲリラ 豪雨 など 自然 災害 立ち向かう ため 名古屋 だけ なく 機関 など 連携 対策 すすめ ます 特に 高齢 障害 持ち 方々 安心 できる 対策 重点的 進め 老後 安心 暮らせる 名古屋 目指し ます これから 社会 合っ 行政 づくり すすめ ます ハイペース 進む 少子 高齢 それ 伴っ 社会 保障 増加 投資 経費 低下 起こる 自治体 財政 悪化 放置 おけ 夕張 破綻 待っ ます まずは 身の丈 合っ 行政 運営 努め ます また オープン データ それ 包括 する オープンガバメント 行政 運営 取り入れ ます ,24 24 24 18 29 24 24 24 29 24 37 29 29 29 29 29 29 24 29 29 29 24 24 29 24 24 29 29 24 24 29 29 29 29 24 29 29 24 29 24 24 24 29 24 29 29 24 29 29 24 29 24 29 29 29 29 29 29 29 29 29 29 40 24 29 29 29 29 29 29 29 29 29 29 29 29 24 5 46 46 29 24 29 24 24 29 29 29 24 24 8 24 24 24 29 29 20 29 29 24 24 24 24 24 29 46 24 29 29 8 29 24 24 29 24 29 49 29 24 29 29 24 24 29 29 29 5 24 29 24 29 24 24 24 29 29 29 29 29 24 24 24 29 24 29 29 29 24 24 24 29 29 29 49 24 29 29 24 29 29 29 29 24 29 29 24 29 29 29 29 24 24 29 29 29 24 29 24 29 29 24 29 24 24 24 24 24 24 29 29 29 49 29 24 29 29 24 29 29 29 24 29 29 29 29 20 24 29 24 29 24 29 24 29 29 24 29 29 29 29 24 29 29 24 29 24 29 24 29 29 49 29 29 29 24 24 40 24 40 29 24 20 24 24 24 8 29 24 24 8 29 24 24 29 29 29 24 29 29 29 24 29 24 24 29
自治 基本 条例 策定 懇話 委員 として 地方 自治 あり方 について 多く 市民 研究 議論 こと より ます ザ・グレート・カントリー 直訳 すれ 偉大 なる 田舎 です 合志 まち として 魅力 あり ます つまり 都会 マネ でき ない 住み よい まち ほどほど 田舎 です バイ 自慢 できる まち です ある もの 使っ 最高 まち づくり ましょ 図書館 活性 図書館 レファレンス 機能 充実 マンモス 解消 空き家 活用 ,29 29 16 35 47 47 29 29 29 25 40 29 29 29 40 29 29 29 22 40 47 15 29 47 29 25 29 29 29 29 29 22 11 40 29 29 29 29 29 39 47 29 25 47 29 29 29 29 29 25 40 29 29 13 47 29 47 29 22 29 13 25 29 29
もちろん 熊本 市民 です 経営 なく 資産 なく そして 小学生 日々 生活 送っ ます 県議会 議員 として 活動 する なか 本当 政策 課題 日常 生活 ある 痛感 まし だから 聞く 姿勢 話す 姿勢 動かす 市政 モットー 市民 ため 政治 実現 ます ずっと 住み たく なる 憧れる 上質 生活 都市 くま もと Quality Living City 戦後 経ち 日本 人間 いえ 来年 古希 迎え ます しかし 国内外 情勢 政治 経済 厳し 増す ばかり 社会 閉塞 満ち 満ち おり 熊本 その 例外 あり ませ この よう 熊本 政令 指定 都市 なっ なり ステージ 入ろう ます 子育て 教育 医療 福祉 現在 医療 助成 段階 中学 年生 まで 充実 ます 任期 実現 認可 保育 定員 小規模 保育 など 多様 保育 充実 により 実質 待機 児童 ゼロ 実現 ます 任期 実現 ≫、 ほか 地域 安全 安心 子供 女性 巻き込ま れる 事件 防止 する ため 街灯 防犯 整備 小中学校 など 防犯 カメラ 設置 推進 ます 任期 実現 住民 共同 作業 校区 単位 ハザード マップ 整備 避難 場所 案内 地図 整備 など 取組 推進 ます 任期 実現 ≫、 ほか 経済 対策 雇用 創出 通じ 就職 就業 支援 推進 ます その ため 熊本 土地 家賃 物価 地理 優位 など する とともに 企業 移転 費用 補助 する など 企業 誘致 講じ ます 任期 実現 ≫、 ほか ,30 14 29 29 20 29 29 29 14 8 14 29 14 29 14 29 29 29 29 29 14 29 30 14 29 29 29 29 14 14 14 14 14 34 14 14 29 29 29 29 29 14 29 39 29 14 14 29 29 14 29 29 14 14 20 14 29 29 20 14 20 14 29 14 37 45 29 29 14 14 29 29 14 14 14 29 14 29 36 29 29 29 29 14 14 29 29 29 29 20 14 29 29 29 29 29 29 29 9 30 9 20 29 29 29 14 29 14 29 30 20 29 29 29 29 29 29 20 9 9 20 20 29 14 29 14 20 29 29 29 29 29 14 29 14 14 29 29 14 14 14 29 29 14 14 29 29 29 14 29 29 14 29 14 14 30 14 29 29 45 45 29 14 29 14 29 29 14 29 14 20 29 29 29 14 20 14 20 29 29 29 29 14 14 14 20 14 14 14 29 29 34 29 14 29 14 29 29 29 20 39 29 14 29 14 20
首都 大きな 都市 見る 役人 出身 市長 もう ませ 一方 川崎 既に 年間 役人 市長 続い ます 親会社 社員 子会社 社長 として 送り込む よう 天下り 市長 もう ヤメ 地元 市民 リーダー 誕生 必要 です 川崎 投資 未来 投資 防災 交通 福祉 セキュリティ など 生活 関連 新しい ビジネス 誕生 する 日本 成長 モデル 川崎 から 発信 ます 市政 市民 距離 ぐっと 近く ます ごと 違う 特色 活かし 地域 根付い まち づくり 実施 できる よう ます ゴミ 収集 焼却 私営 バス など 民間 出来る こと 公務員 おこなう 川崎 もう 川崎 変わり ましょ 市民 株式会社 川崎 市役所 体質 変える 市長 一部 幹部 職員 給与 一部 収入 連動 稼ぎ 出す まち する ため 市役所 一丸 なっ 努力 する 体制 教育 こそ 日本一 川崎 まずは 子ども わかる 授業 提供 する ため 小学校 高学年 から 中学生 習熟 クラス 導入 ます 全国 学力 テスト 公表 など 明確 数値 目標 学力 向上 図り ます 学校 地域 寺子屋 開講 地域 全体 教育 支える くみ つくり ます なる なら 川崎 言わ みる 待機 児童 解消 ます 小児 医療 小学校 年生 まで 無料 ます 中学校 給食 スタート 入れ ます 市内 拡大 地元 企業 大事 する 税金 納め 雇用 生み出す 市内 事業 大切 ます 羽田 隣接 する 川崎 立地 活かし 経済 成長 進む 東南アジア アセアン 各国 わが国 つなぐ 結節 役割 担える 環境 整備 ます ホテル コンベンション 誘致 など 遅れ いる 川崎 大胆 動かし ます ,49 35 29 49 9 9 49 49 29 49 49 29 29 9 47 30 29 49 49 2 29 29 9 49 49 47 49 30 29 29 47 49 29 29 49 29 29 47 29 35 9 49 29 29 29 29 49 49 29 29 29 49 9 29 29 29 29 29 47 29 29 29 49 49 49 29 29 47 29 29 9 29 29 29 47 29 9 23 29 29 29 9 29 17 30 49 49 9 9 49 29 49 49 49 47 23 30 49 47 29 28 49 49 17 47 49 29 29 29 49 49 29 49 29 29 29 29 2 49 49 29 22 41 47 29 29 29 9 29 49 23 49 29 29 29 49 49 49 29 49 17 29 29 29 29 29 49 29 49 5 29 29 29 29 9 29 29 29 47 29 30 49 9 9 29 29 9 29 29 9 9 9 29 9 22 49 9 29 29 9 29 29 29 29 47 9 9 49 29 29 29 29 9 49 29 49 41 29 29 29 29 9 47 49 49 49 2 49 22 29 49 29 5 17 49 29 47 29 49 2 32 29
現職 市長 収賄 容疑 逮捕 受け 戦後 外部 民間 出身 市長 として 就任 入札 制度 改革 徹底 情報 公開 対話 努め 情報 公開 ランキング 政令市 ワースト から ナンバー なる など 成果 挙げ まし この 流れ 断ち切る こと なく 当たり前 こと 当たり前 行わ れる 市役所 あり 続け ます 市民 ワクワク する 千葉 自分 住む ため たい けど どうして いい 分から ない そんな 地域 想う エネルギー 集め 市民 全員 参加 できる づくり 目指し まし 年間 今日 ため しよ 皆さん 毎日 ワクワク する 作り ます まち よく する でしょ 主役 市民 なけれ いけ ませ いつも どこ 市民 まち づくり 語り合い かく 時代 情報 公開 千葉 目指す 日本 一番 市民 英知 活かさ れる 都市 です 昔ながら 向こう 両隣 気持ち 出会う こと 新しい まち づくり ステージ 創り ましょ 情報 公開 市民 参加 まち づくり 自分 どれ だけ 税金 納め どれ だけ 公的 サービス 受け いる 一目 分かる サービス 実現 税金 行方 に対して 信頼 持て 納得 ある 市政 推進 若い 世代 関心 持っ もらう よう ＬＩＮＥ など 新た ツール 活用 ながら より 身近 市政 追求 ほか 仕事 できる 市役所 引き続き コスト 見直し 工夫 による 収入 確保 進め 残高 年間 以上 削減 将来 負担 比率 平成 年度 下回る こと 目指す 窓口 業務 全面 見直し 一つ 窓口 複数 手続き 可能 ワン ストップ 窓口 創設 ほか 助け 必要 する 方々 適切 支援 介護 支援 ボランティア 制度 創設 ボランティア 活動 応じ ポイント 付与 介護 保険 介護 保険 サービス 利用 など 充当 できる こと 有償 ボランティア 普及 高齢 介護 予防 図る 在宅 介護 在宅 医療 支える 仕組み づくり 図る ほか ,27 30 27 49 27 29 30 27 29 27 27 29 27 27 29 29 27 27 27 49 29 27 27 27 19 27 29 27 29 29 29 27 29 27 30 19 29 29 27 29 27 29 33 27 29 29 29 29 27 29 27 29 30 29 29 27 49 29 47 29 15 29 27 27 0 29 29 19 29 29 29 29 29 47 29 29 33 30 27 29 29 15 15 27 29 49 15 29 29 29 29 29 30 29 29 29 27 29 29 27 29 27 29 29 29 15 27 27 29 29 29 27 29 49 27 33 29 29 29 29 33 15 49 27 29 29 30 15 29 29 27 29 27 47 27 29 30 29 29 29 30 27 29 29 29 27 29 29 22 27 29 29 29 29 29 29 27 15 29 27 29 33 37 29 29 29 29 15 15 27 29 29 27 0 27 29 15 15 49 27 15 27 27 15 0 29 29 27 0 27 0 29 29 27 41 0 30 27 27 27 27 29 49 29 27 27 27 27 29 29 29 33 29 29 29 27 29 29 27 29 27 30 27 29 27 29 27 29 15 29 47 29 29 27 27 49 29 29 30 29 27 29 27 29 29 29 29 30 27
